SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
RO0368FA-B1F04I MIRNA20WH,MIRNA MIDI DRESS,Abito lungo m/c,ISABEL MARANT,890.00,357.46,Spring Summer 24 Collection,Bianco,"Abito lungo m/c,Bianco,Spring Summer 24 Collection","36,38,40","http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ro0368fa-b1f04imirna20wh.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ro0368fa-b1f04imirna20wh_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ro0368fa-b1f04imirna20wh_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ro0368fa-b1f04imirna20wh_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ro0368fa-b1f04imirna20wh_4_p.jpg",ISABEL MARANT says pieces like this Mirna dress are “all about lightness”—from the airy fabric with mixed hems and the optic white hue to the billowing angel sleeves. The subtle keyholes and front slit on the midi skirt reveal flashes of the shape.,This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Portugal,"Outer: Hemp 58%, Viscose 39%, Elastane 3% Lining: Cotton 96%, Elastane 4%",HEMP
PI001795D 124149300,NYLON MIDI DOWN JACKET,Piumino,HERNO,725.00,273.36,Fall Winter 23 Collection,Nero,"Piumino,Nero,Fall Winter 23 Collection",48,"http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300.jpg,http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300_4_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---herno%20main---pi001795d124149300_5_p.jpg","Black, duck down, hidden hood, quilted design, high collar, hidden front zip fastening, long sleeves, two front welt pockets and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Romania,"Outer: 100% polyester Lining: 100% goose down, 100% polyamide",NYLON
57160 7541,SLEEVELESS BODY SHAPING TOP,Top,WOLFORD,150.00,75.00,Spring Summer 24 Collection,Grigio,"Top,Grigio,Spring Summer 24 Collection",S,"http://specialshop.atelier98.net/public/foto/ss24---wolford---571607541.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571607541_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571607541_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571607541_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---wolford---571607541_4_p.jpg","Charcoal grey, stretch design, quick drying, ruched details, reflective details, logo print on the chest, crew neck, sleeveless, cropped, high-low hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Croatia,Polyamide 93% Elastane 7%,POLYAMIDE
TMPF2321133 BLACK,AVENTADOR ONE-SHOULDER MIDI DRESS IN FRINGED CREPE,Abito lungo m/l,TALLER MARMO,650.00,239.75,Fall Winter 23 Collection,Nero,"Abito lungo m/l,Nero,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2321133black.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2321133black_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2321133black_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2321133black_3_p.jpg","Aventador fringe dress by TALLER MARMO featuring black details, fringe, one shoulder, single long sleeve and asymmetric hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Ostrich Feathers 100%, Acetate 78%, Viscose 22%",ACETATE VISCOSE
H225BIBZ CDYTEAL,WHITE DOUBLE BREASTED CADY BLAZER,Giacca,HEBE STUDIO,560.00,192.79,Spring Summer 24 Collection,Verde,"Giacca,Verde,Spring Summer 24 Collection",42,"http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225bibzcdyteal_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225bibzcdyteal_1_p.jpg","Aqua green, cady construction, dart details, satin trim, peak lapels, button fastening, double breasted, epaulettes, long sleeves, buttoned cuffs, welt pocket on chest, two pockets, side flaps.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Lining: Viscose 52%, Acetate 48% Outer: Polyester 100%",POLYESTER
WIDEPANTS FUCHSIA,CROPPED PANTS,Pantalone,SANTA BRANDS,595.00,175.57,Fall Winter 23 Collection,Fucsia,"Pantalone,Fucsia,Fall Winter 23 Collection","XS-S,ML","http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---widepantsfuchsia.jpg,http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---widepantsfuchsia_1_p.jpg","Fuchsia trousers, straight leg, transparent, elasticated waist.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Ukraine,Rhinestone 50% Polyester 30% Cotton 20%,POLYESTER
D444Y300 BKZ95708,FULL SWIMSUIT,Costume Intero,ERMANNO SCERVINO,350.00,140.57,Spring Summer 24 Collection,Nero,"Costume Intero,Nero,Spring Summer 24 Collection",2,"http://specialshop.atelier98.net/public/foto/ss24---scervino%20life---d444y300bkz95708.jpg,http://specialshop.atelier98.net/public/foto/ss24---scervino%20life---d444y300bkz95708_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---scervino%20life---d444y300bkz95708_2_p.jpg","Black, solid color, stretch design, halterneck with knot, two adjustable and removable shoulder straps, ruched detail.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Italy,Polyamide 82% Elastane 18%,NYLON
776509 Z8BQE4809,SHORT WOOL TWEED DRESS,Abito corto m/c,GUCCI,"2.980,00","1.294,59",Spring Summer 24 Collection,Azzurro,"Abito corto m/c,Azzurro,Spring Summer 24 Collection","42,44,46","http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_5_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---gucci%20cruise---776509z8bqe4809_6_p.jpg","Light blue dress, wool blend, tweed, brooch detail, frayed hem, round neck, zip fastening, short sleeves, removable belt, signature GG buckle, straight hem, above the knee length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Wool 77% Mohair 16% Polyamide 7%,WOOL
T3759 683,ORGANIC COTTON SHORTS,Shorts,GANNI,135.00,54.22,Spring Summer 24 Collection,Blu,"Shorts,Blu,Spring Summer 24 Collection",XS,"http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3759683.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3759683_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3759683_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3759683_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3759683_4_p.jpg","Midnight blue organic cotton, embroidered logo on the front, elasticated waistband with drawstring, two diagonal pockets on the sides, straight leg, terry lining, above the knee.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,Organic Cotton 100%,ORGANIC COTTON
TMPF2320610 SILVER/BLACK,TRANSPARENT TINA LONG DRESS WITH SEQUINS,Abito lungo m/l,TALLER MARMO,"1.300,00","404,92",Fall Winter 23 Collection,Argento,"Abito lungo m/l,Argento,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2320610silver()black.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2320610silver()black_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2320610silver()black_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2320610silver()black_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmpf2320610silver()black_4_p.jpg","Black, silver color, sequin design, high neck, long sleeve, ankle length and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Polyester 100%, Acetate 78%, Viscose 22%",POLYESTER
H225GEPN CDYTEAL,GEORGIA FLARED CADY PANTS,Pantalone,HEBE STUDIO,300.00,103.28,Spring Summer 24 Collection,Verde,"Pantalone,Verde,Spring Summer 24 Collection","40,42","http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225gepncdyteal.jpg,http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225gepncdyteal_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225gepncdyteal_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225gepncdyteal_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---hebe%20studio---h225gepncdyteal_4_p.jpg","Stretch jersey trousers, flared design, belt loops, pressed pleat, two back welt pockets and front fastening with buttons and zip.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,POLYESTER 100%,POLYESTER
SHIRTJACKET FUCHSIA,SINGLE BREASTED BLAZER,Giacca,SANTA BRANDS,810.00,239.02,Fall Winter 23 Collection,Fucsia,"Giacca,Fucsia,Fall Winter 23 Collection",UNI,"http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---shirtjacketfuchsia.jpg,http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---shirtjacketfuchsia_1_p.jpg","Fuchsia jacket, button closure, long sleeves, low-cut, transparent.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Ukraine,Rhinestone 50% Polyester 30% Cotton 20%,POLYESTER
J-LIZ15A I40008I1200,SINGLE BREASTED JACKET WITH SEQUINS,Giacca,TAGLIATORE,695.00,250.66,Spring Summer 24 Collection,Blu,"Giacca,Blu,Spring Summer 24 Collection","38,40,42,44","http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008i1200.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008i1200_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008i1200_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008i1200_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008i1200_4_p.jpg","Sequin design, blue, medium peak lapel, long sleeves, faux button cuffs, two front pockets, center back vent welt, fully lined, front button fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,POLYESTER 100%,POLYESTER
PA0270FB-B1F04I STAYA20WH,STAYA PANTS,Pantalone,ISABEL MARANT,590.00,241.80,Spring Summer 24 Collection,Bianco,"Pantalone,Bianco,Spring Summer 24 Collection","38,40","http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---pa0270fb-b1f04istaya20wh.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---pa0270fb-b1f04istaya20wh_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---pa0270fb-b1f04istaya20wh_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---pa0270fb-b1f04istaya20wh_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---pa0270fb-b1f04istaya20wh_4_p.jpg","Made from a cotton-hemp blend, white in colour, high waist, belt loops, front fastening with button, hidden hook and zip, two side slant pockets, two back welt pockets with button fastening, straight leg.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Bulgaria,"Outer: Hemp 58%, Viscose 39%, Elastane 3%, Lining: Cotton 100%",HEMP
T3566 099,ORGANIC COTTON CREW NECK SWEATSHIRT,Felpa g.collo,GANNI,195.00,76.72,Spring Summer 24 Collection,Nero,"Felpa g.collo,Nero,Spring Summer 24 Collection","XXS-XS,SM","http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3566099.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3566099_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3566099_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---ganni%20pre---t3566099_3_p.jpg","Black, organic cotton, tone on tone stitching, crew neck, long sleeves, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,COTTON 100%,ORGANIC COTTON
TMCORE01101 IVORY,UBUD SMALL ONE SHOULDER CREPE DRESS WITH FEATHER TRIM,Abito corto m/l,TALLER MARMO,"1.750,00","674,18",Fall Winter 23 Collection,Bianco,"Abito corto m/l,Bianco,Fall Winter 23 Collection",42,"http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmcore01101ivory.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmcore01101ivory_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmcore01101ivory_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmcore01101ivory_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---taller%20marmo%20pre---tmcore01101ivory_4_p.jpg","Cream white, ostrich feather, one shoulder design, side zip fastening and above the knee length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Ostrich Feather 100%, Acetate 78%, Viscose 22%",ACETATE
MAXISUNDRESS SILVERWHITESTONE,LONG SLEEVELESS DRESS,Abito lungo s/m,SANTA BRANDS,"1.295,00","382,13",Fall Winter 23 Collection,Argento,"Abito lungo s/m,Argento,Fall Winter 23 Collection",UNI,"http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---maxisundresssilverwhitestone.jpg,http://specialshop.atelier98.net/public/foto/fw23---santa%20brands---maxisundresssilverwhitestone_1_p.jpg","Long silver dress, sleeveless, heart-shaped neckline, thin shoulder straps, two slits at the front.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Ukraine,Rhinestone 50% Polyester 30% Cotton 20%,POLYESTER
22061 ANANDAMININ85,ANANDA SHORT SILK DRESS,Abito corto m/l,SILK95FIVE,460.00,154.59,Spring Summer 24 Collection,Verde,"Abito corto m/l,Verde,Spring Summer 24 Collection","XS,S,M","http://specialshop.atelier98.net/public/foto/ss24---silk95five---22061anandaminin85.jpg,http://specialshop.atelier98.net/public/foto/ss24---silk95five---22061anandaminin85_1_p.jpg","Short dress with V-neck, knot at the waist, long sleeves and flared cut.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,China,Silk 95% Elastane 5%,SILK
J-LIZ15A I40008Y1201,SINGLE BREASTED JACKET WITH SEQUINS,Giacca,TAGLIATORE,695.00,250.66,Spring Summer 24 Collection,Rosa,"Giacca,Rosa,Spring Summer 24 Collection","38,40,42,46","http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008y1201.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008y1201_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008y1201_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008y1201_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---tagliatore---j-liz15ai40008y1201_4_p.jpg","Medium pink, sequin design, peak lapels, long sleeves, buttoned mock cuffs, two front welt pockets, centre back vent, fully lined, front button fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Lining: Cupro 100% Outer: Polyester 100%,POLYESTER
MA0248FA-B1D06I FONTIZIA50CM,FONTIZIA WOOL COAT,Cappotto,ISABEL MARANT,650.00,261.07,Spring Summer 24 Collection,Cammello,"Cappotto,Cammello,Spring Summer 24 Collection","1,3","http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---isabel%20marant%20pre---ma0248fa-b1d06ifontizia50cm_5_p.jpg",ISABEL MARANT shows off her affinity for relaxed outerwear with this Fontizia coat. It's crafted from a recycled wool blend and defined by a tonal check pattern.,This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Bulgaria,"Outer: Recycled Wool 75%, Polyamide 25% Lining: Cotton 100%",WOOL
